CommodityCode,CommodityName
9006,"Cameras, photographic (excluding cinematographic); photographic flashlight apparatus and flashbulbs other than discharge lamps of heading no. 8539"
9007,"Cinematographic cameras and projectors, whether or not incorporating sound recording or reproducing apparatus"
9008,"Image projectors, other than cinematographic; photographic (other than cinematographic) enlargers and reducers"
9010,"Photographic (including cinematographic) laboratory apparatus and equipment, n.e.c. in chapter 90; negatoscopes; projection screens"
9011,"Microscopes, compound optical; including those for photomicrography, cinephotomicrography or microprojection"
9012,Microscopes (excluding optical microscopes); diffraction apparatus
9013,"Liquid crystal devices not constituting articles provided for more specifically in other headings; lasers, not laser diodes; other optical appliances and instruments n.e.c. in this chapter"
9014,Navigational instruments and appliances; direction finding compasses
9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders"
9016,"Balances; of a sensitivity of 5cg or better, with or without weights"
9017,"Drawing, marking-out, mathematical calculating instruments (drafting machines, protractors, drawing sets etc); instruments for measuring length (e.g. measuring rods, tapes, micrometers, callipers) n.e.c."
9018,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight testing instruments"
9019,"Mechano-therapy, massage appliances; psychological aptitude testing apparatus; ozone, oxygen, aerosol therapy, artificial respiration or other therapeutic respiration apparatus"
9020,Breathing appliances and gas masks; excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20
9021,"Orthopaedic appliances; including crutches, surgical belts and trusses; splints and other fracture appliances; artificial parts of the body; hearing aids and other which are worn, carried or implanted in the body to compensate for a defect or disability"
9022,"X-ray, alpha, beta, gamma radiation apparatus; x-ray tubes, x-ray generators, high tension generators, control panels and desks, screens, examination or treatment tables, chairs and the like"
9023,"Instruments, apparatus and models, designed for demonstrational purposes (in education or exhibitions), unsuitable for other uses"
9024,"Machines and appliances for testing the hardness, strength, compressibility, elasticity of other mechanical properties of materials (e.g. metals, wood, textiles, paper, plastics)"
9025,"Hydrometers and similar floating instruments, thermometers, pyrometers, barometers, hygrometers and psychrometers, recording or not"
9026,"Instruments, apparatus for measuring or checking the flow, level, pressure of liquids, gases (e.g. flow meters, heat meters etc), not instruments and apparatus of heading no. 9014, 9015, 9028 or 9032"
9027,"Instruments and apparatus; for physical or chemical analysis (e.g. polarimeters, spectrometers), for measuring or checking viscosity, porosity, etc, for measuring quantities of heat, sound or light"
9028,"Gas, liquid or electricity supply or production meters, including calibrating meters therefor"
9029,"Revolution counter, production counters, taximeters, mileometers, pedometers and the like, speed indicators and tachometers, other than those of heading no. 9015, stroboscopes"
9030,"Instruments, apparatus for measuring, checking electrical quantities not meters of heading no. 9028; instruments, apparatus for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations"
9031,"Measuring or checking instruments, appliances and machines, n.e.c. or included in this chapter; profile projectors"
9032,Regulating or controlling instruments and apparatus; automatic type
9033,"Machines and appliances, instruments or apparatus of chapter 90; parts and accessories n.e.c. in chapter 90"
9101,"Wrist-watches, pocket-watches, stop-watches and other watches; with case of precious metal or of metal clad with precious metal"
9102,"Wrist-watches, pocket-watches, stop-watches and other watches, other than those of heading no. 9101"
9104,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, spacecraft or vessels"
9105,"Clocks, other, n.e.c."
9106,"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating intervals of time, with clock, watch movement or synchronous motor"
9108,Watch movements; complete and assembled
9109,Clock movements; complete and assembled
9110,"Watch or clock movements, complete, unassembled or partly assembled (movement sets); incomplete watch or clock movements, assembled; rough watch or clock movements"
9111,Watch cases and parts thereof
9112,Clock cases and cases of a similar type for other goods of this chapter and parts thereof
9113,"Watch straps, watch bands, watch bracelets and parts thereof"
9114,Clock or watch parts; n.e.c. in chapter 91
9201,"Pianos; including automatic pianos, harpsichords and other keyboard stringed instruments"
9202,"Musical instruments; string, n.e.c. in heading no. 9201, (e.g. guitars, violins, harps)"
9205,"Musical instruments; wind (e.g. keyboard pipe organs, accordions, clarinets, trumpets, bagpipes), other than fairground organs and mechanical street organs"
9206,"Musical instruments; percussion (e.g. drums, xylophones, cymbals, castanets, maracas)"
9207,"Musical instruments; the sound of which is produced or must be amplified, electrically (e.g. organs, guitars, accordions)"
9209,"Musical instrument parts (for example, mechanisms for musical boxes) and accessories (for example, cards, discs and rolls for mechanical instruments); metronomes, tuning forks and pitch pipes"
9301,"Military weapons; other than revolvers, pistols and arms of heading no. 9307"
9302,Revolvers and pistols; other than those of heading no. 9303 or 9304
9303,"Firearms; other similar devices (e.g. sporting shotguns and rifles, muzzle-loading firearms, very pistols, devices for firing flares or blank ammunition, captive bolt humane killers, line throwing guns)"
9304,"Firearms; (e.g. spring, air or gas guns and pistols, truncheons), excluding those of heading no. 9307"
9305,Firearms; parts and accessories of articles of heading no. 9301 to 9304
9306,"Bombs, grenades, torpedoes, mines, missiles and similar munitions of war and parts thereof; cartridges and other ammunition, projectiles and parts thereof, including shot and cartridge wads"
9307,"Arms; swords, cutlasses, bayonets, lances and the like, parts thereof and scabbards and sheaths therefor"
9401,"Seats (not those of heading no. 9402), whether or not convertible into beds and parts thereof"
9402,"Furniture; medical, surgical, dental or veterinary (e.g. operating tables, hospital beds, dentists' chairs) barbers' chairs; parts"
9403,"Furniture and parts thereof, n.e.c. in chapter 94"
9404,"Mattress supports; articles of bedding (e.g. mattresses, quilts, eiderdowns, cushions pouffes and pillows), fitted with springs or stuffed, whether or not covered"
9405,"Lamps, light fittings; including searchlights, spotlights and parts thereof, n.e.c.; illuminated signs, name-plates and the like, having permanently fixed light source and parts thereof n.e.c. or included"
9406,Buildings; prefabricated
9503,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (scale) models and similar recreational models, working or not; puzzles of all kinds"
9504,"Video game consoles and machines, articles for funfair, table or parlour games, including pintables, billiards, special tables for casino games and automatic bowling alley equipment"
9505,"Festive, carnival or other entertainment articles, including conjuring tricks and novelty jokes"
9506,"Gymnastics, athletics, other sports (including table tennis) or outdoor games equipment, n.e.c. in this chapter, swimming pools and paddling pools"
9507,"Fishing rods, fish-hooks and other line fishing tackle; fish landing nets and the like; decoy birds (not those of heading no. 9208 or 9705) and similar hunting or shooting requisites"
9508,"Roundabouts, swings, shooting galleries, other fairground amusements, travelling circuses, travelling menageries and travelling theatres"
9601,"Ivory, bone, tortoise-shell, horn, antlers, coral, mother-of-pearl and other animal carving material and articles of these materials; worked, (including articles obtained by moulding)"
9602,"Vegetable, mineral carving material and articles of these materials, moulded or carved articles of wax, stearin, natural gums, resins or modelling pastes, worked unhardened gelatin (not heading no. 3503)"
9603,"Brooms, brushes (including parts of machines), hand operated floor sweepers, mops and feather dusters; knots and tufts for broom or brush making; paint pads and rollers; squeegees"
9605,"Travel sets; for personal toilet, sewing, shoe or clothes cleaning"
9606,"Buttons, press-fasteners, snap-fasteners and press-studs, button moulds and other parts of these articles; button blanks"
9607,Slide fasteners and parts thereof
9608,"Pens; ball-point, felt tipped, other porous tipped pens; fountain pens, stylograph pens duplicating stylos, propelling or sliding pencils; parts of the foregoing, excluding those of heading no. 9609"
9609,"Pencils (not of heading no. 9608), crayons, pencil leads, pastels, drawing charcoals, writing or drawing chalks and tailors' chalks"
9610,"Slates and boards, with writing or drawing surfaces, whether or not framed"
9611,"Stamps; date, numbering, sealing stamps and the like (including devices for printing or embossing labels), designed for operating by hand; hand operated composing sticks and printing sets"
9612,"Typewriter, similar ribbons, inked, otherwise prepared for giving impressions, whether or not on spools or in cartridges; ink pads, whether or not inked, with or without boxes"
9613,"Cigarette lighters and other lighters, whether or not mechanical or electrical and parts thereof other than flints and wicks"
9614,"Smoking pipes (including pipe bowls) and cigar or cigarette holders, and parts thereof"
9615,"Combs, hair-slides and similar; hairpins, curling pins, curling grips and hair curlers and the like, other than those of heading no. 8516 and parts thereof"
9616,Scent sprays and similar toilet sprays and mounts and heads therefor; powder-puffs and pads for the application of cosmetics or toilet preparations
9617,"Vacuum flasks and other vacuum vessels, complete with cases; parts thereof other than glass inners"
9618,Tailors' dummies and other lay figures; automata and other animated displays used for shop window dressing
9619,"Sanitary towels (pads) and tampons, napkins and napkin liners for babies and similar articles, of any material"
9620,"Monopods, bipods, tripods and similar articles"
9701,"Paintings, drawings, pastels, executed entirely by hand; not drawings of heading no. 4906 and not hand-painted, hand-decorated manufactured articles; collages and similar decorative plaques"
9703,"Sculptures and statuary; original, in any material"
9704,"Stamps, postage or revenue; stamp-postmarks, first-day covers, postal stationery (stamped paper) and like, used or unused, other than those of heading 4907"
9705,"Collections and collectors' pieces; of zoological, botanical, mineralogical, anatomical, historical, archaeological, palaeontological, ethnographic or numismatic interest"
10511,"Poultry; live, fowls of the species Gallus domesticus, weighing not more than 185g"
10594,"Poultry; live, fowls of the species Gallus domesticus, weighing more than 185g"
10611,"Mammals; live, primates"
10620,Reptiles; live (including snakes and turtles)
10639,"Birds; live, other than birds of prey, Psittaciformes, ostriches and emus (Dromaius novaehollandiae)"
10649,"Insects; live, other than bees"
20230,"Meat; of bovine animals, boneless cuts, frozen"
20649,"Offal, edible; of swine, (other than livers), frozen"
20712,"Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, frozen"
20714,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, frozen"
21019,"Meat; salted in brine, dried or smoked, of swine, n.e.c. in item no. 0210.1"
21020,"Meat; salted, in brine, dried or smoked, of bovine animals"
30111,"Fish; live, ornamental, freshwater"
30119,"Fish; live, ornamental, other than freshwater"
30192,"Fish; live, eels (Anguilla spp.)"
30193,"Fish; live, carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)"
30199,"Fish; live, n.e.c. in heading 0301"
30232,"Fish; fresh or chilled, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
30249,"Fish; fresh or chilled, n.e.c. in item no. 0302.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
30259,"Fish; fresh or chilled, n.e.c. in item no. 0302.5, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
30299,"Fish; fresh or chilled, fish fins (other than shark fins), heads, tails, maws and other edible fish offal"
30319,"Fish; frozen, salmonidae, n.e.c. in item no. 0303.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
30342,"Fish; frozen, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
30359,"Fish; frozen, n.e.c. in item no. 0303.5, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
30399,"Fish; frozen, fish fins (other than shark fins), heads, tails, maws and other edible fish offal"
30439,"Fish fillets; fresh or chilled, carp (as specified by the WCO), eels (Anguilla spp.), and snakeheads (Channa spp.)"
30443,"Fish fillets; fresh or chilled, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)"
30449,"Fish fillets; fresh or chilled, other than fish of heading 0304.4"
30454,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, swordfish (Xiphias gladius)"
30459,"Fish meat; excluding fillets, whether or not minced; fresh or chilled, of fish n.e.c. in item no. 0304.5"
30469,"Fish fillets; frozen, carp (Cyprinus/Carassius/Ctenopharyngodon idellus/Hypophthalmichthys/Cirrhinus/Mylopharyngodon piceus/Catla catla/Labeo/Osteochilus hasselti/Leptobarbus hoeveni/Megalobrama), eels (Anguilla) and snakeheads (Channa)"
30487,"Fish fillets; frozen, tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis)"
30489,"Fish fillets; frozen, of fish n.e.c. in heading 0304.8"
30499,"Fish meat, excluding fillets, whether or not minced; frozen, n.e.c. in item no. 0304.9"
30510,"Fish; flours, meals and pellets, fit for human consumption"
30520,"Fish; livers, roes and milt of fish, dried, smoked, salted or in brine"
30531,"Fish fillets; dried, salted or in brine, but not smoked, tilapias, catfish, carp, eels, Nile perch, and snakeheads"
30542,"Fish; smoked, whether or not cooked before or during smoking, herrings (Clupea harengus, Clupea pallasii), includes fillets, but excludes edible fish offal"
30544,"Fish; smoked, whether or not cooked before or during smoking, tilapias, catfish, carp, eels, Nile perch, and snakeheads, includes fillets, but excludes edible fish offal"
30549,"Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal"
30553,"Fish; dried, whether or not salted but not smoked, fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than cod"
30559,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5"
30569,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6"
30579,"Fish; edible offal, other than shark fins, fish heads, tails and maws"
30612,"Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water"
30614,"Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water"
30617,"Crustaceans; frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water"
30631,"Crustaceans; live, fresh or chilled, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not"
30632,"Crustaceans; live, fresh or chilled, lobsters (Homarus spp.), whether in shell or not"
30633,"Crustaceans; live, fresh or chilled, crabs, whether in shell or not"
30636,"Crustaceans; live, fresh or chilled, shrimps and prawns excluding cold-water varieties, in shell or not"
30639,"Crustaceans; live, fresh or chilled, n.e.c. in item no. 0306.3, in shell or not, including edible flours, meals, and pellets of crustaceans"
30692,"Crustaceans; lobsters (Homarus spp.), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
30695,"Crustaceans; shrimps and prawns, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
30712,"Molluscs; oysters, whether in shell or not, frozen"
30722,"Molluscs; scallops, whether in shell or not, including queen scallops of the genera Pecten, Chlamys or Placopecten, frozen"
30731,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, live, fresh or chilled"
30732,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, frozen"
30742,"Molluscs; cuttle fish and squid, whether in shell or not, live, fresh or chilled"
30743,"Molluscs; cuttle fish and squid, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, frozen"
30749,"Molluscs; cuttle fish and squid, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
30751,"Molluscs; octopus (Octopus spp.), live, fresh or chilled"
30752,"Molluscs; octopus (Octopus spp.), frozen"
30760,"Molluscs; snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
30771,"Molluscs; clams, cockles and ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, live, fresh or chilled"
30772,"Molluscs; clams, cockles, ark shells (Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, frozen"
30783,"Molluscs; abalone (Haliotis spp.), whether in shell or not, frozen"
30787,"Molluscs; abalone (Haliotis spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
30791,"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, live or fresh, chilled"
30792,"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, frozen"
30799,"Molluscs; n.e.c. in heading 0307, whether in shell or not, includes flours, meals, and pellets of molluscs, fit for human consumption, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
30812,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), frozen"
30819,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), dried, salted or in brine, smoked, whether or not cooked before or during the smoking process"
30821,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), live, fresh or chilled"
30822,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), frozen"
30829,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), dried, salted or in brine, smoked, whether or not cooked before or during smoking process"
30830,"Aquatic invertebrates; jellyfish (Rhopilema spp.), live, fresh, chilled, frozen, dried, salted or in brine, smoked, whether or not cooked before or during smoking"
40110,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, not exceeding 1%"
40120,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 1% but not exceeding 6%"
40140,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 6% but not exceeding 10%"
40150,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 10%"
40210,"Dairy produce; milk and cream, concentrated or containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content not exceeding 1.5% (by weight)"
40221,"Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)"
40229,"Dairy produce; milk and cream, containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)"
40291,"Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, other than in powder, granules or other solid forms"
40299,"Dairy produce; milk and cream, containing added sugar or other sweetening matter, other than in powder, granules or other solid forms"
40310,"Dairy produce; yoghurt, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit or cocoa"
40390,"Dairy produce; buttermilk, curdled milk or cream, kephir, fermented or acidified milk or cream, whether or not concentrated or containing added sweetening, flavouring, fruit or cocoa (excluding yoghurt)"
40410,"Dairy produce; whey, whether or not concentrated or containing added sugar or other sweetening matter"
40510,"Dairy produce; derived from milk, butter"
40520,Dairy produce; dairy spreads
40590,Dairy produce; fats and oils derived from milk (other than butter or dairy spreads)
40610,"Dairy produce; fresh cheese (including whey cheese), not fermented, and curd"
40620,"Dairy produce; cheese of all kinds, grated or powdered"
40630,"Dairy produce; cheese, processed (not grated or powdered)"
40690,"Dairy produce; cheese (not grated, powdered or processed), n.e.c. in heading no. 0406"
40729,"Birds' eggs, in shell; fresh, not for incubation, other than fowls of the species Gallus domesticus (domestic hens)"
40790,"Birds' eggs, in shell; preserved or cooked"
40900,Honey; natural
50100,"Animal products; hair, human, unworked, whether or not washed or scoured, and waste of human hair"
50800,"Animal products; coral and similar materials, shells of molluscs, crustaceans, echinoderms, cuttle-bone, unworked or simply prepared but not cut to shape, powder and waste thereof"
51191,"Animal products; of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of chapter 03, unfit for human consumption"
51199,Animal products; n.e.c. in chapter 5
60120,"Plants, live; bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower, chicory plants and roots other than of heading no. 1212"
60210,"Plants, live; unrooted cuttings and slips"
60220,"Plants, live; edible fruit or nut trees, shrubs and bushes, grafted or not"
60290,"Plants, live; n.e.c. in heading no. 0602"
60313,"Flowers, cut; orchids, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh"
60319,"Flowers, cut; flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh, other than roses, carnations, orchids, chrysanthemums or lillies"
60390,"Flowers, cut; flowers and flower buds of a kind suitable for bouquets or ornamental purposes, dried, dyed, bleached, impregnated or otherwise prepared"
60420,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens; suitable for bouquets or for ornamental purposes, fresh"
60490,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens; suitable for bouquets or for ornamental purposes, dried, dyed, bleached, impregnated or otherwise prepared"
70190,"Vegetables; potatoes (other than seed), fresh or chilled"
70310,"Vegetables, alliaceous; onions and shallots, fresh or chilled"
70410,"Vegetables, brassica; cauliflowers and headed broccoli, fresh or chilled"
70490,"Vegetables, brassica; edible, n.e.c. in heading no. 0704, fresh or chilled"
70511,"Vegetables; cabbage (head) lettuce (lactuca sativa), fresh or chilled"
70519,"Vegetables; lettuce (lactuca sativa), (other than cabbage lettuce), fresh or chilled"
70610,"Vegetables, root; carrots and turnips, fresh or chilled"
70690,"Vegetables, root; salad beetroot, salsify, celeric, radishes and similar edible roots, fresh or chilled"
70810,"Vegetables, leguminous; peas (pisum sativum), shelled or unshelled, fresh or chilled"
70820,"Vegetables, leguminous; beans (vigna spp., phaseolus spp.), shelled or unshelled, fresh or chilled"
70890,"Vegetables, leguminous; (other than peas and beans), shelled or unshelled, fresh or chilled"
70930,"Vegetables; aubergines, (e.g. plants), fresh or chilled"
70960,"Vegetables; fruits of the genus capsicum or of the genus pimenta, fresh or chilled"
70993,"Vegetables; pumpkins, squash and gourds (Cucurbita spp.), fresh or chilled"
70999,"Vegetables; edible, n.e.c. in chapter 07, fresh or chilled"
71022,"Vegetables, leguminous; beans (vigna spp., phaseolus spp.), shelled or unshelled, uncooked or cooked by steaming or boiling in water, frozen"
71029,"Vegetables, leguminous; (other than peas or beans), shelled or unshelled, uncooked or cooked by steaming or boiling in water, frozen"
71040,"Vegetables; sweetcorn, uncooked or cooked by steaming or boiling in water, frozen"
71080,"Vegetables; uncooked or cooked by steaming or boiling in water, n.e.c. in heading no. 0710, frozen"
71090,"Vegetable mixtures; uncooked or cooked by steaming or boiling in water, frozen"
71140,"Vegetables; cucumbers and gherkins, provisionally preserved but unsuitable in that state for immediate consumption"
71190,"Vegetables and mixed vegetables; n.e.c. in heading no. 0711, provisionally preserved but unsuitable in that state for immediate consumption"
71220,"Vegetables; onions, whole, cut, sliced, broken or in powder but not further prepared, dried"
71231,"Vegetables; mushrooms of the genus Agaricus, whole, cut, sliced, broken or in powder but not further prepared, dried"
71239,"Vegetables; mushrooms, other than the genus Agaricus and truffles, whole, cut, sliced, broken or in powder but not further prepared, dried"
71290,"Vegetables; mixtures of vegetables n.e.c. in heading no. 0712, whole, cut, sliced, broken or in powder but not further prepared, dried"
71310,"Vegetables, leguminous; peas (pisum sativum), shelled, whether or not skinned or split, dried"
71320,"Vegetables, leguminous; chickpeas (garbanzos), shelled, whether or not skinned or split, dried"
71331,"Vegetables, leguminous; beans of the species vigna mungo (l.) hepper or vigna radiata (l.) wilczek, shelled, whether or not skinned or split, dried"
71340,"Vegetables, leguminous; lentils, shelled, whether or not skinned or split, dried"
71410,"Vegetable roots and tubers; manioc (cassava), with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets"
71420,"Vegetable roots and tubers; sweet potatoes, with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets"
71430,"Vegetable roots and tubers; yams (Dioscorea spp.) with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets"
71440,"Vegetable roots and tubers; taro (Colocasia spp.) with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets"
71450,"Vegetable roots and tubers; yautia (Xanthosoma spp.) with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets"
71490,"Vegetable roots and tubers; arrowroot, salep, Jerusalem artichokes and similar roots and tubers (not manioc, sweet potatoes, yams, taro or yautia), high starch or inulin content, fresh, chilled, frozen, dried, sliced or not, or in pellet form; sago pith"
80111,"Nuts, edible; coconuts, desiccated"
80119,"Nuts, edible; coconuts, fresh or dried, other than desiccated or in the inner shell (endocarp)"
80131,"Nuts, edible; cashew nuts, fresh or dried, in shell"
80290,"Nuts, edible; n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled"
80310,"Fruit, edible; plantains, fresh or dried"
80390,"Fruit, edible; bananas, other than plantains, fresh or dried"
80430,"Fruit, edible; pineapples, fresh or dried"
80440,"Fruit, edible; avocados, fresh or dried"
80450,"Fruit, edible; guavas, mangoes and mangosteens, fresh or dried"
80510,"Fruit, edible; oranges, fresh or dried"
80529,"Fruit, edible; tangelos, wilkings and similar citrus hybrid, fresh or dried"
80540,"Fruit, edible; grapefruit, including pomelos, fresh or dried"
80550,"Fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia , Citrus latifolia), fresh or dried"
80590,"Fruit, edible; citrus fruit n.e.c. in heading no. 0805, fresh or dried"
80620,"Fruit, edible; grapes, dried"
80711,"Fruit, edible; watermelons, fresh"
80719,"Fruit, edible; melons, other than watermelons, fresh"
80720,"Fruit, edible; papaws (papayas), fresh"
81060,"Fruit, edible; durians, fresh"
81090,"Fruit, edible; fruits n.e.c. in heading no. 0801 to 0810, fresh"
81190,"Fruit, edible; fruit and nuts n.e.c. in heading no. 0811, uncooked or cooked, frozen whether or not containing added sugar or other sweetening matter"
81290,"Fruit, edible; fruit and nuts n.e.c. in heading no. 0812, provisionally preserved, but unsuitable in that state for immediate consumption"
81340,"Fruit, edible; fruit n.e.c. in heading no. 0812, dried"
81350,"Nuts, edible; mixtures of nuts or dried fruits of chapter 08"
90111,Coffee; not roasted or decaffeinated
90112,"Coffee; decaffeinated, not roasted"
90121,"Coffee; roasted, not decaffeinated"
90122,"Coffee; roasted, decaffeinated"
90190,"Coffee; husks and skins, coffee substitutes containing coffee in any proportion"
90210,"Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg"
90220,"Tea, green; (not fermented), in immediate packings of a content exceeding 3kg"
90230,"Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg"
90240,"Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg"
90411,"Spices; pepper (of the genus piper), neither crushed nor ground"
90412,"Spices; pepper (of the genus piper), crushed or ground"
90421,"Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground"
90422,"Spices; fruits of the genus Capsicum or Pimenta, crushed or ground"
90832,"Spices; cardamoms, crushed or ground"
90921,"Spices; coriander seeds, neither crushed nor ground"
90922,"Spices; coriander seeds, crushed or ground"
90961,"Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground"
91012,"Spices; ginger, crushed or ground"
91020,Spices; saffron
91030,Spices; turmeric (curcuma)
91099,Spices; n.e.c. in heading no. 0910
100199,"Cereals; wheat and meslin, other than durum wheat, other than seed"
100290,"Cereals; rye, other than seed"
100310,"Cereals; barley, seed"
100390,"Cereals; barley, other than seed"
100510,"Cereals; maize (corn), seed"
100590,"Cereals; maize (corn), other than seed"
100610,Cereals; rice in the husk (paddy or rough)
100620,Cereals; husked (brown) rice
100630,"Cereals; rice, semi-milled or wholly milled, whether or not polished or glazed"
100640,"Cereals; rice, broken"
110100,Wheat or meslin flour
110290,"Cereal flours; other than wheat, meslin, and maize (corn)"
110313,Cereal groats and meal; of maize (corn)
110419,"Cereal grains; rolled or flaked, other than oats"
110423,"Cereal grains; worked (e.g. hulled, pearled, sliced or kibbled) of maize (corn)"
